	Phocaeicola_vulgatus	Faecalibacterium_prausnitzii	Bacteroides_uniformis	Prevotella_copri_clade_A	Bacteroides_stercoris	Phocaeicola_dorei	Bacteroides_ovatus	Bacteroides_fragilis	Eubacterium_rectale	Alistipes_putredinis	Bacteroides_caccae	Parabacteroides_distasonis	Bacteroides_xylanisolvens	Roseburia_faecis	Bacteroides_thetaiotaomicron	Roseburia_intestinalis	Phocaeicola_massiliensis	Alistipes_onderdonkii	Parabacteroides_merdae	Akkermansia_muciniphila	Escherichia_coli	Bacteroides_eggerthii	Sutterella_wadsworthensis	Dialister_invisus	Bacteroides_faecis	Bacteroides_cellulosilyticus	Lachnospira_eligens	Faecalibacterium_SGB15346	Eubacterium_siraeum	Barnesiella_intestinihominis	Alistipes_finegoldii	Phascolarctobacterium_faecium	Prevotella_sp_885	Flavonifractor_plautii	Lachnospira_pectinoschiza	Veillonella_parvula	Enterocloster_bolteae	Dysosmobacter_welbionis	Candidatus_Cibionibacter_quicibialis	Firmicutes_bacterium_AF16_15	Ruminococcus_bicirculans	Clostridium_sp_AF34_10BH	Odoribacter_splanchnicus	Alistipes_shahii	Ruminococcus_bromii	Bacteroides_finegoldii	Anaerostipes_hadrus	Prevotella_copri_clade_B	Roseburia_inulinivorans	Prevotella_marseillensis	Bacteroides_caecigallinarum	Phocaeicola_coprocola	Fusicatenibacter_saccharivorans	Ruminococcus_gnavus	Dysosmobacter_sp_BX15	Faecalibacterium_SGB15315	Alistipes_SGB2313	Ruminococcus_torques	Waltera_intestinalis	Blautia_wexlerae	Phocaeicola_plebeius	Ruminococcus_sp_BSD2780120874_150323_B10	Oscillibacter_sp_ER4	Parasutterella_excrementihominis	Acidaminococcus_intestini	Veillonella_dispar	Klebsiella_pneumoniae	GGB3746_SGB5089	GGB1266_SGB1699	Dorea_longicatena	GGB1543_SGB2126	Coprococcus_eutactus	Paraprevotella_clara	Prevotella_copri_clade_E	GGB3278_SGB4328	Roseburia_hominis	Prevotella_copri_clade_C	GGB1680_SGB2312	Bacteroides_ilei	GGB3277_SGB4327	Clostridium_sp_AF36_4	Clostridium_fessum	Lacrimispora_amygdalina	Akkermansia_sp_KLE1798	Bifidobacterium_longum	Clostridiales_bacterium	Clostridiaceae_bacterium	Clostridium_sp_AM22_11AC	GGB9708_SGB15234	Bifidobacterium_adolescentis	Alistipes_dispar	Enterocloster_clostridioformis	Eisenbergiella_massiliensis	Eubacterium_ventriosum	Lachnospira_sp_NSJ_43	Prevotella_stercorea	GGB9342_SGB14306	Hungatella_hathewayi	GGB781_SGB1024	Blautia_obeum	Haemophilus_parainfluenzae	Blautia_faecis	Bilophila_wadsworthia	Clostridium_leptum	Parasutterella_SGB9260	Clostridium_symbiosum	Ruthenibacterium_lactatiformans	Clostridium_sp_AF20_17LB	GGB9713_SGB15249	GGB51647_SGB4348	Roseburia_sp_AF02_12	GGB1549_SGB2133	Clostridium_sp_AT4	GGB6601_SGB9333	GGB4237_SGB5728	Phocaeicola_sartorii	Proteus_mirabilis	Clostridium_sp_1001270H_150608_G6	Alistipes_communis	Dysgonomonas_mossii	GGB33469_SGB15236	Vescimonas_coprocola	Rikenellaceae_bacterium	Prevotella_SGB48271	Bacteroides_salyersiae	Ruminococcus_lactaris	GGB3304_SGB4367	Bacteroides_intestinalis	Phascolarctobacterium_succinatutens	Bacteroides_mediterraneensis	Collinsella_aerofaciens	GGB33512_SGB15201	GGB3175_SGB4191	Clostridium_sp_AM49_4BH	Lactobacillus_acidophilus	GGB16040_SGB9347	Collinsella_SGB14861	Veillonella_rogosae	Butyrivibrio_crossotus	GGB9453_SGB14844	Lacrimispora_celerecrescens	Coprococcus_comes	Tyzzerella_nexilis	Oscillospiraceae_bacterium	Clostridiaceae_bacterium_Marseille_Q4149	GGB3267_SGB4317	GGB9480_SGB14874	GGB3478_SGB14857	Gemmiger_formicilis	GGB58485_SGB80143	GGB28645_SGB41268
CSM5MCUC_P	0.117262877	0.006099812	0.302471678	0	0.247356139	1.88715E-05	0.030686546	7.87681E-05	0.020126078	0.000109845	0.024037306	0.004455835	5.18967E-05	0	0	0	0	2.57432E-05	0.023050448	0.024689399	0	0.000135793	0	0	0.00335021	0.006622267	8.62552E-05	7.75374E-05	0	0	0.053196078	0.015700807	0	0.022888604	0.004170711	0	0.004074302	0.026162097	0	0	0	0	0	0	0	0.002317096	0.000293329	0	0.001007268	0	0	0	0.001815975	0.001576081	0	0	0	0.000533326	0	0.000302252	0	0	0	0.011506609	0	0	0	0	0	5.22044E-05	0	0	0	0	0	0	0	0	0	0	0	0.001068395	0	0	0.001332904	0.008728391	0.003138725	0.000992704	0	1.13845E-05	0	0.000431173	0.002124175	0	0	0	0	0	0	0	0	1.09742E-05	0.00435676	0.006710573	0	0	0.001810026	0	0	0	0	0	0.002976676	0	0	5.84607E-06	0	0	0	0	0	0	0	0	0	0.000626043	0	0	0	0	0.000179074	0	0	0	0	0.008675469	0	0	0	0	0.000430661	0	0	0	0	0	0	0	0	0	0
CSM5MCUE_P	0.20432218	0.003919763	0.22266009	0	0.090675879	4.01563E-05	0.034850689	0	0.007010782	0.000725863	0.02744485	0.003571064	0.000255882	0.004971554	8.28541E-05	4.72726E-05	0.000996588	0	0.009298878	0.163688475	0	5.62188E-05	0	0.001238847	0.002814804	0.000215319	0.000959481	4.99158E-05	0	0.000218572	0.014144676	0.093969001	0	0.00867549	0.000311186	0	0.000779744	0.006964933	0.000276316	0.000254052	0.002219373	0.001054027	0.000110303	0.000375538	0	0.014798868	0.002076538	0	0.001476329	0	0	0	0.004216615	0.000624202	0	0	0	0.000205153	0	0.000618102	0	0	5.93703E-05	0.015449604	0	0	0	0.00051827	0	0.000669644	0	0	0	0	0	0	0	0	0.000462865	0	0.000477199	0.000767036	0	0	0.000584757	0.009398506	0.002151666	0.005426997	0	0	0	2.57204E-05	0.002465394	0.000224367	0	0	0	0	0	0	0	4.60527E-05	0.004059548	0.000602345	0.000614442	0	0.001085237	0	0	0	0	0	0.005749264	0.000385602	0	1.9214E-05	0	0	0	0	0	0	1.72825E-06	0	0	0.000337821	0	0	0	0	0.001161686	0	3.50732E-05	0.000342803	0	0.012719178	0	0	0	0	0.000672186	9.35286E-05	0	0	0	0	8.04143E-05	0	4.60527E-05	0	0
CSM5MCUG_P	0.370635336	0.064782094	0.019390549	0	0.085113182	3.66773E-05	0.024364256	0.012111908	0.023745277	0.045578533	0.022603346	0.000126837	0.000228199	0	0.000270345	1.29371E-05	0	0.009884996	0.001589394	0	0	2.16063E-05	0.011768742	0	0.000721942	0.000377043	0.005143356	0.013497242	0	0.028871561	0	0	0	0.000302087	0	0.00010403	0	0.001546715	0.000404917	0	0.002446042	0.023945735	0.00301714	0.001483763	0	0	0.001344123	0	0.004448622	0	0	0	0.000847979	0	0.023101757	0.055423517	0	0.002379222	6.08176E-05	6.26848E-06	0.00553747	0	0.005867299	0.001129127	0	0.000493876	0	0	0	0.001507236	0	0	0.037168097	0	0	0.000495477	0	0	0	0	0	0.001834931	0.000474537	0	0.000103363	0.000514149	0.000111366	8.22905E-05	0	5.14816E-05	0	0	0	0	0.003366175	0	0	0	0	0.001555651	0.001814125	0.000366106	0.000249005	0	0	0	4.65468E-05	0.001290107	0	0	0	0	5.17483E-05	0.035868921	0	2.49406E-05	0	0	0.001176474	0	0	0.00025194	0	0	0.025518857	0.00152084	0	0	0	0	0.000189655	0	0	0	0	0.008749601	0	0.000193789	0	0	0.000136173	0.00038051	0	0	7.8156E-05	0	6.18846E-05	0	0	0	0
CSM5MCUK_P	0.252330299	0.07321787	0.010962036	0	0.024167528	9.96659E-06	0.015236003	0.007086126	0.027914238	0.086301332	0.006591807	0.000102583	0.000491766	0	0.000311638	0	0	0.008148419	0.001468128	0	0	0	0.009028639	0	0.001658951	0.000364388	0.030961098	0.009466075	0	0.065352284	0	0	0	0.000282346	3.97448E-05	0	0.000244546	0.001789611	0.000538804	0	0.006370111	0.033239801	0.004686486	0.008882665	0	0	0.001915895	0	0.000428442	0	0	0	0.000870983	0	0.013587747	0.031866599	0	0.000947434	0.000729992	2.52811E-05	0.003254092	0	0.007889895	0.001697116	0	0	0	0.001598301	0	0.000373626	0	0	0.038685329	0	0	0.003977157	0	0	0	0	0	0.001672929	0.000497843	0	0	0.00111638	0.000598239	0.000505015	0	0.000261076	0	0	0	0	0	0	0	0	0	0.001049774	8.75115E-06	0.000219751	0.00052276	0	0	0	0.000367792	0.001765545	0	0	0	0	1.58007E-05	0.127911855	0	1.60438E-05	0	0	0.004678586	0	0	0.000347129	0	0	0.015078239	0.00053771	0	0	0	0	0.000360134	0	0	0	0	0.045833806	6.16227E-05	2.55242E-06	0	0	0.000337892	0.00018268	0	0	0.000374355	0	0.000582559	0	0	0	0
CSM5MCUO	0.312667391	0.085855767	0.037578582	0	0.046419016	0	0.01771456	0.004079982	0.01859813	0.027876803	0.013604196	0	0	0	0.000328531	0.028513059	0	0.00369305	0.001218131	0	0.000654462	0	0.001224751	0	0.001355738	0.000116801	0.066292377	0.011502258	0	0.0105156	0	0	0	0.000157586	0.028086524	0	0	0.000868675	0.000376765	0	0.139335071	3.6648E-05	0.001660744	0.001337651	0	0	0.014299916	0	0.004081164	0	0	0	0.001658379	0	0.004355315	0.013310421	0	0.000707779	0.00033456	8.98466E-06	0.018511121	0	0.007479139	0.008948131	0	0	0	0	0	0.005884717	0	0	0.017263435	0	0	0	0	0	0	0	0	0.006271648	0.002445483	0	5.85185E-05	0.000313754	0.003063651	0.001057826	0	3.28649E-05	0	0	0	0	0.000827416	0	0	0	0	0.000503141	0	0.000385513	0.000556576	0	0	0	0	0.005378384	0	0	0	0	0.000291765	0.009187525	0	0	0	0	0.001525974	0	0	0.000323448	0	0	0.00690022	0.000218942	0	0	0	0	3.58204E-05	0	0	0	0	0.000311862	5.27258E-05	0	0	0	0.001007701	0.000705059	0	0	0	0	0	0	3.22738E-05	0	0
CSM5MCUQ_P	0	0.057864848	0.046466055	0	0.069467124	0.197938365	0	0.001742221	0.001396128	0.031130779	0	0.009695079	0	0	0.016849689	0.001140306	0	0.013586369	0.044629644	0.011451134	0.003567102	8.18539E-06	0	0	0.060454199	0	0.003414462	0.013411132	0.008829503	0	0	0.011398333	0	0.001088542	0.001592232	0	0.002235535	0.017059396	0	0.000139267	0.005550158	0.000245216	0	0	0.00462175	0	4.21951E-05	0	0.001415151	0	0	0	0.001197834	0.000458958	0.001157599	0	0.212457177	0.000986743	0	0.000683192	0	0	0	0.000770349	0	0	0	0	0	0.00169991	0	0	0	0	0	0	0	0	0	0	0.001823152	0	0.001128662	0	3.22804E-06	0.00912337	0.003514416	0.000536086	0	0	0	0.000501499	5.87965E-05	0	0.0011923	0	0	0.001387251	0	0.000107102	0	0.00059811	0.008301602	0.001194837	0.004734846	6.47914E-05	0.006300447	0	0.026561024	0	0	0	0.001004152	0	0	1.81001E-05	0	0	0	0	0	0.004532633	0	0	0	0.003320848	0	0.010008545	0	0	0.000605373	0.017825826	0	0	0	0.021105863	0	0	0	0	0	0	0	0.000898664	0.011865476	0	0.00384114	0	0	0	0
CSM5MCUS_P	0.000164317	0.145142806	0.043936468	0	0.06792181	0.121058978	0	0.001736405	0.073030651	0.025205173	0	0.01247129	0	0	0.025660746	0.018173037	0	0.008642233	0.062197385	0.000353728	0.032381362	5.23924E-05	0	0	0.093691121	0	0.006254964	0.045272947	0.001361048	0	0	0.006235225	0	0.000268682	0.00367314	0	0.000381971	0.002877069	0	0.001561379	0.002163839	0.000963328	0	0	0.002348	0	0.000156127	0	0.013276286	0	0	0	0.000456518	0	0.000801006	4.40978E-06	0.126084453	0.000356668	0	0.000256397	0	0	0	0.000861798	0	0	0	0	0	0.001697662	0	0	0	0	0	0.000192246	0	0	0	0	0.002516517	0	0.004261007	0	0	0.002469794	0.00142562	0.00481832	0	0	0	0	0	0	0.001308131	0	0	0	0	0.000429324	0	0.001364408	0.002512527	1.83741E-05	0.003636077	0	0.000134288	0	0.004429733	0	0	0	0.002327841	0	0	1.44893E-05	0	0	0	0	0	0.000480772	0	0	0	0.006911602	0	0.006481858	0	0	0.000269522	0.000173976	0	0	0	0	0	0	0	0	0	0	0	0.000835969	0.001064753	0	0.002790029	0	0	0	0
CSM5MCUW_P	0.000319724	0.057681195	0.057234297	0	0.073827654	0.235370861	0	0.000502708	0.002004	0.024313703	0	0.016132691	0	0	0.017314259	0.00472102	0	0.017167851	0.066334751	0.001619323	0.033041042	4.00443E-05	0	0	0.077036976	9.87969E-06	0.003076472	0.005517596	0.000467078	0	0	0.018420259	0	0.000590469	0.002644709	0	0.003265657	0.009767438	0	0.000270535	0.000594358	0.003240117	0	0	0.001665148	0	7.79865E-05	0	0.010543099	0	0	0	0.000108256	0	9.84816E-05	0	0.11889564	0.001878507	0	6.35874E-05	0	0	0	0.003016038	0	0	0	0	0	0.00022944	0	0	0	0	0	0.001352571	0	0	0	0	0.000820435	0	0.002172901	0	1.68165E-06	0.004915881	0.001575705	0.008178595	0	0	0	0.000451943	4.70862E-05	0	0.002855755	0	0	1.36634E-05	0	0	0	0.000450682	0.009276397	0.000470126	0.00663379	0	0.000292502	0	0.000988179	0	0	0	0.010009491	0	0	3.95188E-05	0	0	0	0	0	0.000782913	0	0	0	0.000779865	0	0.017487469	0	0	0.000101635	2.57503E-05	0	0	0	0.060518663	0	0	0	0	0	0	0	4.39331E-05	0.000219455	0	0.000390563	0	0	0	0
CSM5MCUY_P	0.00034384	0.019615639	0.090030014	0	0.073615272	0.232065976	0	0.001009833	0.005416265	0.026939471	0	0.017382041	0	0	0.045378071	0.014312206	0	0.009310813	0.048828309	0.00038166	0.037604795	5.36399E-05	0	0	0.054195649	2.98581E-05	0.001667131	0.003838394	1.86482E-05	0	0	0.00891679	0	0.000333049	0.003335205	0	0.000590981	0.005347015	0	0.000204712	0.001680227	0.000547923	0	0	0.001816422	0	3.90775E-05	0	0.007100368	0	0	0	0.000234884	0	0.000494912	0	0.152215384	0.000690509	0	0.000110947	0	0	0	0.001118266	0	0	0	0	0	0.000505283	0	0	0	0	0	0.000160815	0	0	0	0	0.001327901	0	0.003009699	0	1.93816E-05	0.004287732	0.002448157	0.003091207	0	0	0	3.59345E-05	0	0	0.003084816	0	0	2.43056E-05	0	2.93343E-06	0	0.000276685	0.004062801	7.01928E-06	0.004388621	0	0.000279619	0	0.004404231	0	0	0	0.003043015	0	0	2.38865E-05	0	0	0	0	0	0.000187111	0	0	0	0.000553056	0	0.014924874	0	0	0.000273961	0.000182397	0	0	0	0.079658033	0	0	0	0	0	0	0	2.29436E-05	0.002199968	0	0.000699414	0	0	0	0
CSM5MCVD_P	0.609641319	0.0084732	0.157988718	0.020132207	0.021763551	0.000152375	0.000362758	0.022060838	0	0.001317423	0.018539144	0.003795415	0	0.005883352	0.037874606	0	0	0	0.000532727	0.007924371	0	8.85035E-06	0.00133683	0.018092041	2.01532E-05	0	0	0	0	0	0.002139653	9.92732E-05	0	0.003644	0	0	0.005074025	0.003670657	0	0.00200967	0.000311149	0.000485703	0	0.000256234	0	0.001562674	0.0017223	0	0.000657699	0	0	0	0.003276123	0.000481118	0	0	0	0.002311968	0	0.000589242	0	0	0	0	0	0	0	0.000323198	0	0.001970643	0	0	0	0	0	0.002539198	0	0	0	0	0	0.00940494	0	0	0	0.004120959	0.000884502	6.61111E-06	0	0	0	0.003710111	0.000466296	0	0	0	0	1.91935E-06	0	0.001646912	0	0.000136167	0.000144485	2.60179E-05	0	0.000214541	0.000929394	0	0	0	0	0	0.002497399	0	0	8.37051E-05	0	0.000140753	4.43584E-05	0	0	0	0	0	0	0.000140753	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000370862	0	0	0	0	0	0.005114651	0	0.00089026	0	0
CSM5MCVF_P	0.302349351	0.004857556	0.402887021	0	0	0	0	0.009837015	0	0	0.009277603	0	0	0.018864325	0.131575522	0	0	0	0	0.030640716	0.000216182	0	0	0.022516942	2.70647E-05	0	0	0	0	0	0	0	0	0.008236282	0	0	0.004032306	0.007529021	0	0	0.00015154	0	0	0	0	0	0.002425311	0	0	0	0	0	0.00177833	0.000200972	0	0	0	0.002682537	0	0.000833973	0	0	0	0	0	0	0	0.001485427	0	0.002773126	0	0	0	0	0	0	0	0	0	0	0.000931272	0.003846096	0	0	0	0.004589928	0.004110816	0	0	0	0	0.002869083	0.000581332	0	0	0	0	0	0	0.000629534	0	0	0	0.003515169	0	0	0.005529029	0	0	0	0	0	0.004591718	0	0	1.97953E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001112337	0	0	0	0	0	0.002495769	0	0	0	0
CSM5MCVJ_P	0.53511916	0	1.69966E-05	0	0	9.83452E-05	0	0.270877286	0.002604436	0	0	0	0.057493537	0.000671099	0.078872276	0	0	0	0	0	0.002634153	0	0	0.000714606	5.72967E-05	0	0	0	0	0	0	0	0	0.001672295	0	0	0.039733686	0	0	0	0	0	0	0	0	0	0.002866013	0	0	0	0	0	0	6.96968E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000794672	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.005042434	0	0	0	0	0	5.82588E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.29623E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000138966	0	0	0	0	0	0	0	0	0	0	0	0.000401825	0	0	0	0	0	0	0	0
CSM5MCVL	0.553423765	0	0	0	0	0	0	0.137369143	0.006196918	0	0	0	0.092551802	0.000158582	0.123385886	0	0	0	0	0	0.00142429	0	0	0.01220655	5.58802E-05	0	0	0	0	0	0	0	0	0.017288374	0	0	0.01846666	0	0	0	0	0	0	0	0	0	0.000290206	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.002987626	0	0.006224967	0	0	0	0	0	0	0	0	0.010500239	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.013027399	0	0	0	0	0	0.00346359	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.51024E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000235199	0	0	0	0	0	0	0	0	0	0	0	0.000740413	0	0	0	0	0	0	0	0
CSM5MCVN	0.513645745	0	0	0	0	1.97533E-05	0	0.102321821	0.012503292	0	0	0	0.089047395	0.000473863	0.089748907	0	0	0	0	0	0	0	0	0.018502463	2.5906E-05	0	0	0	0	0	0	0	0	0.008596567	0	0	0.073862621	0	0	0	0	0	0	0	0	0	0.000573817	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.069252764	0	0	0	0	0.003714266	0	0	0	0	0	0.000376392	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.015199238	0	0	0	0	0	0.000402946	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001732245	0	0	0	0	0	0	0	0
CSM5MCVV_P	0.134637516	0.002970096	0.148109795	0	0	0.411196091	0	0.002343244	0.002513572	0	0.101682505	0	0	0.002723232	0.032495349	0	0	0	0	0.010574685	0.01415516	0	0.000573961	0.00515814	8.85258E-06	0	0	0	0	0	0	0	0	0.005085526	0	0	0.005005629	0.014317084	0	0	0.000255156	0	0	0	0	0	0.003045623	0	0	0	0	0	0.003683121	0.006945576	0	0	0	0.008534558	0	0.000276895	0	0	0	0	0	0	0.000461118	0.001648821	0	0.002791812	0	0	0	0	0	0	0	0	0	0	0.005238821	0.004406455	0	0	0	0.011927672	0.000221202	0	0	0	0	0.032528966	0.000740815	0	0	0	0	0	0	0.000275214	0	0	0	0.002132127	0	0	0.006429325	0	0	0	0	0	0.009272011	0	0	0.000128418	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.003155104	0	0	0	0	0	0.002350752	0	0	0	0
CSM5MCVZ_P	0.000209256	0	1.58012E-05	0	0	0.777996921	0	0	0	0	0	0	0	0.00336488	1.98612E-05	0	0	0	0	0	0	0	0	0	0	0	0.007782074	0	0	0	0	0.006296325	0	0.002516006	0	0	0.011331081	0.002959756	0.004697884	0	0.001142402	0	0.01597421	0	0	0	0	0	8.86621E-05	0	0	0	0	6.9569E-05	0	0	0	0.00010995	0	0.000559954	0	0	0	0.010497131	0	0	0	0	0	0	0	0	0	0	0	0.007288946	0	0	0	0	0	0	0	0	0	0.003727319	0.00048029	0	0	0	0.133166404	0	0	0	0	0	0	0	0	0.000509258	0	0.000671659	0	0	0	0.002341096	0.000346748	0	0	0	0	0	0	0	0	0.000195649	0	0	0	0	0	0.000277398	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000166351	0	0	0	0	0	0	0	0	0.005197157	0	0
CSM5MCW4_P	0	0	0	0	0	0.810071566	0	0	0	0	0	0	0	0.00157448	0	0	0	0	0	0	0	0	0	0	0	0	0.013012079	0	0	0	0	0.003964269	0	0.001924076	0	0	0.006962547	0.00199648	0.010756819	0	0.001078833	0	0.008815009	0	0	0	0	0	0.000753975	0	0	0	0	0.00026183	0	0	0	0.001227595	0	0.006636785	0	0	0	0.003691031	0	0	0	0	0	0	0	0	0	0	0	0.00745119	0	0	0	0	0	0	0	0	0	0.002839689	0.001560812	0	0	0	0.085363831	0	0	0	0	0	0	0	0	0.002703013	0	0.007623786	0	0	0	0.002764235	0.000258554	0	0	0	0	0	0	0	0	0.00028668	0	0	0	0	0	0.000146954	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000388452	0	0	0	0	0	0	0	0	0.015885428	0	0
CSM5MCW6	0	0	0	0	0	0.730390425	0	0	0	0	0	0	0	0.010354424	0	0	0	0	0	0	0	0	0	0	0	0	0.026419986	0	0	0	0	0.013011259	0	0.016288838	0	0	0.011259042	0.006209345	0.004879641	0	0.010046064	0	0.017245111	0	0	0	0	0	0.00092944	0	0	0	0	6.55181E-05	0	0	0	0.000215226	0	0.000838989	0	0	0	0.01004953	0	0	0	0	0	0	0	0	0	0	0	0.020367728	0	0	0	0	0	0	0	0	0	0.004929842	0.008869087	0	0	0	0.09467023	0	0	0	0	0	0	0	0	0.000331727	0	0.002453908	0	0	0	0.002165114	0.000183585	0	0	0	0	0	0	0	0	3.81257E-05	0	0	0	0	0	0.000956385	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.004090741	0	0	0	0	0	0	0	0	0.002740689	0	0
CSM5MCWA_P	0.053336888	0.006486572	0.007960769	0.032084734	0.006747873	0.000934459	0.002788646	0.000289093	0.004291679	0.00297326	0.00273369	0.002475627	0.002548136	0.024080502	0.001750962	0.070742966	0.001939128	0.000718606	0.000401303	0.006083283	0.102726878	0.000291914	0.000583306	0.003901137	0	0.000197152	7.80457E-05	0	0.001513272	0	0.00061747	0.000569096	0	0.076250153	0.063020096	0.306139012	0	0.150700865	8.43145E-05	0	0	0.000334959	0.000340497	0.000163614	0.000253466	0.002501642	0.00036787	0	4.57618E-05	0	0	0	0.02182637	0.005997924	0	0	0	4.52394E-05	0	0.000388139	0	0	0.000121822	0.000446752	0	0.000124957	0.001936098	0	0	0.000402557	0	0	0	0	0	3.13437E-05	0	0	0	0	0	2.50749E-05	0.000318974	0	0.001946964	0.000209794	0	0.000147838	0	0.000330049	0	0	0	8.34786E-05	0	0	0	0.02126699	0	4.25229E-05	0	0	2.50749E-05	0.000297033	8.31652E-05	0	9.72698E-05	0	0	0	0	0	9.00608E-05	0	0	2.50749E-06	0	0	0	0	0	0	0	0	0.000108763	0.000460438	0	0.000579126	0	0	4.87916E-05	0	0	0	1.99555E-05	0	0	1.18061E-05	0	0	0.000160897	0	0	0	0	0	0.000273526	0	0	0	0
CSM5MCWC	0.001459009	0.000230819	0.000106335	0	0.000151709	0	3.0961E-05	0	0	2.41282E-05	0	0	0	0.036424093	0	0.60620885	0	0	0	0	0.036668791	0	0	0	0	0	0.000245659	0	0	0	0	0	0	0.010400325	0.041446283	0.153275404	0	0.003601082	0	0	0.000704309	0	0	0	0	0	0	0	0	0	0	0	0.086954219	0.00936719	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000213524	0	0	0	0	0	0	0.001883708	0	0	0	0	0	0.010600824	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.77581E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CSM5MCWE	0	0	0	0	0	0	0	0	0	0	0	0	0	0.008034798	0	0.205744179	0	0	0	0	0.131711986	0	0	0	0	0	0	0	0	0	0	0	0	0.009280267	0.033540517	0.335649889	0	0.046217315	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.058880885	0.03784392	0	0	0	0	0	0	0	0	0	0	0	0	0.000294219	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001768406	0	0	0	0	0	0	0.123323977	0	0	0	0	0	0.007422571	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000287071	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CSM5MCWG	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.943693513	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.054759427	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000444534	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001102526	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CSM5MCWI_P	0.32720344	0.014111284	0.366134391	0	0	5.89193E-05	0	0.053259863	0	0	0.028787593	0	0	0.001497153	0.13045529	0	0	0	0	0.001090526	0.005016027	0	0	0.006464219	7.13671E-05	0	0	0	0	0	0	0	0	0.006101159	0	0	0.016729772	0.009367863	0	0	7.24044E-05	0	0	0	0	0	0.000698422	0	0.001704408	0	0	0	0.000281008	0.000259017	0	0	0	0.001033267	0	0	0	0	0	0	0	0	0	0.000377582	0	0.000428514	0	0	0	0	0	0.000655478	0	0	0	0	0.002945552	0.00691825	0	0	0	0.003030196	0.000108192	0	0	0	0	0.005659161	0.000555792	0	0	0	0	0	0	2.59328E-05	0	0	0	6.40022E-05	0	1.25515E-05	0.001329834	0	0	0	0	0	0.004680975	0	0	4.67828E-05	0	0	0	0	0	0	0	0	0	0.00046067	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000284638	0	0	0	0	0	0.002018506	0	0	0	0
